id,points
192153,"[[607.9166666666667, 589.5833333333334], [2128.75, 806.25]]"
192153,"[[682.9166666666667, 2018.75], [1387.0833333333335, 2160.416666666667]]"
192153,"[[697.5, 2295.8333333333335], [2376.666666666667, 2745.8333333333335]]"
192160,"[[1487.1904761904761, 2425.095238095238], [2768.142857142857, 2615.5714285714284]]"
192160,"[[1211.0, 2606.0476190476193], [1534.8095238095239, 2777.4761904761904]]"
192160,"[[2358.6190476190477, 2939.3809523809523], [2987.190476190476, 3125.095238095238]]"
192160,"[[2364.5757575757575, 3124.242424242424], [2994.8787878787875, 3521.212121212121]]"
192160,"[[470.6363636363635, 3557.5757575757575], [3034.272727272727, 3957.5757575757575]]"
192162,"[[344.1428571428571, 225.7142857142857], [3161.2857142857138, 985.7142857142857]]"
192162,"[[2159.574468085106, 959.5744680851063], [3136.1702127659573, 1200.0]]"
192162,"[[272.3404255319149, 1157.4468085106382], [3087.234042553191, 3819.1489361702124]]"
192162,"[[1445.5151515151515, 3890.9090909090905], [2178.8484848484845, 4093.9393939393935]]"
192168,"[[2303.4545454545455, 1766.6666666666665], [2709.5151515151515, 2030.3030303030303]]"
192168,"[[251.93939393939388, 2300.0], [848.9090909090908, 2657.5757575757575]]"
192168,"[[203.45454545454538, 545.4545454545454], [848.9090909090908, 1048.4848484848485]]"
192168,"[[2279.212121212121, 536.3636363636364], [2388.30303030303, 657.5757575757575]]"
192170,"[[1077.8095238095239, 207.42857142857144], [2544.476190476191, 536.0]]"
192170,"[[373.04761904761926, 2083.6190476190477], [3049.2380952380954, 3340.761904761905]]"
192172,"[[1082.6190476190477, 216.95238095238096], [2549.2857142857147, 555.047619047619]]"
192172,"[[382.6190476190477, 2078.857142857143], [3063.5714285714284, 3331.2380952380954]]"
192173,"[[741.5454545454545, 310.90909090909093], [2314.272727272727, 597.2727272727273]]"
192173,"[[1364.2727272727275, 142.72727272727272], [1650.6363636363635, 238.1818181818182]]"
192183,"[[2803.2702702702704, 2886.4864864864867], [3087.054054054054, 3100.0]]"
192185,"[[2672.6451612903224, 803.2258064516129], [2853.2903225806454, 1000.0]]"
192185,"[[353.2903225806451, 1067.741935483871], [511.3548387096773, 1251.6129032258063]]"
192185,"[[485.54838709677415, 3193.548387096774], [2672.6451612903224, 3845.1612903225805]]"
192185,"[[1250.0645161290322, 2932.2580645161293], [1346.8387096774195, 3051.6129032258063]]"
192187,"[[354.42857142857133, 508.5714285714285], [1800.1428571428569, 999.9999999999999]]"
192187,"[[462.9999999999999, 1328.5714285714284], [2360.142857142857, 1614.2857142857142]]"
192187,"[[402.9999999999999, 1614.2857142857142], [2560.142857142857, 2137.142857142857]]"
192187,"[[1600.1428571428569, 2134.285714285714], [2877.2857142857138, 2559.9999999999995]]"
192187,"[[491.57142857142844, 2505.7142857142853], [2122.9999999999995, 2942.8571428571427]]"
192187,"[[2003.0, 2234.285714285714], [2565.8571428571427, 3122.8571428571427]]"
192187,"[[462.9999999999999, 2831.428571428571], [2142.9999999999995, 3174.2857142857138]]"
192189,"[[2351.837837837838, 1948.6486486486488], [2622.1081081081084, 2156.7567567567567]]"
192189,"[[2716.702702702703, 1948.6486486486488], [2914.0, 2118.9189189189187]]"
192190,"[[2404.428571428571, 585.7142857142857], [2567.2857142857138, 717.1428571428571]]"
192190,"[[1370.1428571428569, 1539.9999999999998], [1481.5714285714284, 1668.5714285714284]]"
192190,"[[1384.4285714285713, 2622.8571428571427], [1481.5714285714284, 2745.7142857142853]]"
192190,"[[2364.428571428571, 2731.428571428571], [2890.142857142857, 3031.428571428571]]"
192190,"[[2415.8571428571427, 2525.7142857142853], [2730.142857142857, 2648.5714285714284]]"
192190,"[[2404.428571428571, 2097.142857142857], [2901.5714285714284, 2522.8571428571427]]"
192190,"[[2378.7142857142853, 997.142857142857], [2907.2857142857138, 2094.285714285714]]"
192190,"[[1375.8571428571427, 1014.2857142857142], [1450.1428571428569, 1140.0]]"
192195,"[[681.7272727272725, 2630.6363636363635], [1036.2727272727275, 2948.818181818182]]"
192195,"[[3034.7142857142853, 2077.142857142857], [3460.428571428571, 2297.142857142857]]"
192195,"[[3068.9999999999995, 2405.7142857142853], [3434.7142857142853, 2679.9999999999995]]"
192195,"[[3440.428571428571, 1314.2857142857142], [3575, 1517]]"
192198,"[[402.142857142857, 2702.8571428571427], [1287.8571428571427, 3291.428571428571]]"
192198,"[[396.42857142857133, 3191.428571428571], [2270.7142857142853, 3854.2857142857138]]"
192199,"[[1251.181818181818, 248.72727272727275], [2987.545454545455, 944.1818181818181]]"
192199,"[[673.909090909091, 1471.4545454545455], [864.818181818182, 1644.1818181818182]]"
192199,"[[2014.818181818182, 1107.8181818181818], [3019.363636363636, 2894.181818181818]]"
192202,"[[1259.3333333333335, 2958.3333333333335], [1676.0, 3208.3333333333335]]"
192202,"[[2001.0, 3025.0], [3130.166666666667, 3558.3333333333335]]"
192203,"[[2447.666666666667, 2940.0], [3147.666666666667, 3560.0]]"
192205,"[[2389.5714285714284, 1780.2857142857144], [2984.809523809524, 2194.5714285714284]]"
192205,"[[2404.37037037037, 2681.4814814814813], [3026.592592592592, 3411.111111111111]]"
192207,"[[2339.0, 443.33333333333337], [3015.666666666667, 1293.3333333333335]]"
192207,"[[2392.3333333333335, 1733.3333333333335], [3029.0, 2010.0]]"
192207,"[[2392.3333333333335, 2216.666666666667], [2942.3333333333335, 2493.3333333333335]]"
192207,"[[2395.666666666667, 2853.3333333333335], [3005.666666666667, 3206.666666666667]]"
192208,"[[1426.0, 268.0], [1726.0, 483.0]]"
192208,"[[996.0, 1558.0], [2371.0, 1913.0]]"
192208,"[[2326.0, 1518.0], [2671.0, 3093.0]]"
192208,"[[541.0, 3408.0], [2406.0, 3698.0]]"
192212,"[[2346.3333333333335, 766.6666666666667], [2856.3333333333335, 1066.6666666666667]]"
192213,"[[634.9999999999998, 2342.8571428571427], [917.1428571428569, 2542.8571428571427]]"
192216,"[[2341.666666666667, 1283.3333333333335], [3098.3333333333335, 1970.0]]"
192217,"[[163.66666666666697, 1669.3333333333335], [568.4285714285716, 2016.9523809523812]]"
192217,"[[2416.0476190476193, 3059.809523809524], [3092.2380952380954, 3326.476190476191]]"
192217,"[[841.5945945945946, 1313.5135135135135], [1138.8918918918919, 1424.3243243243244]]"
192217,"[[852.4054054054054, 2343.2432432432433], [1195.6486486486488, 2427.027027027027]]"
192217,"[[1392.945945945946, 2608.1081081081084], [1806.4594594594596, 2713.5135135135138]]"
192217,"[[1506.4594594594596, 2745.945945945946], [1817.2702702702704, 2864.864864864865]]"
192217,"[[2001.0540540540542, 2762.162162162162], [2114.5675675675675, 2845.945945945946]]"
192217,"[[2219.972972972973, 2767.5675675675675], [2468.6216216216217, 2867.5675675675675]]"
192217,"[[1082.1351351351352, 2751.3513513513512], [1314.5675675675675, 2878.3783783783783]]"
192217,"[[574.0270270270271, 2889.189189189189], [806.4594594594594, 3002.702702702703]]"
192217,"[[598.3513513513515, 3205.4054054054054], [714.5675675675675, 3302.702702702703]]"
192217,"[[911.8648648648648, 3200.0], [1322.6756756756756, 3302.702702702703]]"
192217,"[[1349.7027027027027, 3186.4864864864867], [1782.135135135135, 3305.4054054054054]]"
192217,"[[1949.702702702703, 3210.810810810811], [2155.1081081081084, 3308.1081081081084]]"
192217,"[[1857.8108108108108, 2889.189189189189], [2136.189189189189, 3000.0]]"
192218,"[[1009.0, 1511.142857142857], [1842.3333333333335, 1792.095238095238]]"
192218,"[[1147.095238095238, 2458.761904761905], [3180.4285714285716, 3092.095238095238]]"
192218,"[[737.5714285714289, 3396.857142857143], [1904.2380952380954, 3734.952380952381]]"
192218,"[[999.4761904761904, 358.76190476190476], [1280.4285714285716, 563.5238095238095]]"
192223,"[[645.6190476190477, 1260.1904761904761], [1259.904761904762, 1564.952380952381]]"
192224,"[[2701.3809523809523, 249.57142857142856], [2953.7619047619046, 425.76190476190476]]"
192225,"[[2426.3333333333335, 1056.6666666666667], [3066.3333333333335, 1436.6666666666667]]"
192225,"[[2436.3333333333335, 1520.0], [3026.3333333333335, 1730.0]]"
192225,"[[2456.3333333333335, 1826.6666666666667], [3039.666666666667, 2046.6666666666667]]"
192225,"[[2449.666666666667, 2123.3333333333335], [3019.666666666667, 2380.0]]"
192230,"[[2337.9259259259256, 1233.3333333333333], [2578.6666666666665, 2129.6296296296296]]"
192233,"[[2597.5, 1079.1666666666667], [2789.166666666667, 1375.0]]"
192234,"[[1799.3333333333335, 3412.0], [2956.476190476191, 3988.190476190476]]"
192236,"[[909.5714285714289, 3414.285714285714], [2061.952380952381, 3747.6190476190477]]"
192236,"[[1428.6190476190477, 500.0], [2895.2857142857147, 823.8095238095239]]"
192240,"[[851.666666666667, 1318.6666666666667], [2772.5, 1627.0]]"
192240,"[[689.166666666667, 1818.6666666666667], [1960.0, 2193.666666666667]]"
192242,"[[1183.0, 586.0], [1475.0, 1138.0]]"
192242,"[[1251.0, 1474.0], [1503.0, 1746.0]]"
192297,"[[1923.906976744186, 225.58139534883722], [2502.9767441860467, 383.72093023255815]]"
192297,"[[2584.3720930232557, 1646.5116279069769], [2993.6744186046512, 1916.2790697674418]]"
192299,"[[1482.3548387096776, 174.19354838709677], [2463.0, 380.64516129032256]]"
192299,"[[301.7096774193549, 3648.3870967741937], [2930.741935483871, 4009.6774193548385]]"
192300,"[[1479.1290322580644, 212.90322580645162], [2479.1290322580644, 393.5483870967742]]"
192300,"[[275.9032258064517, 3622.5806451612902], [2950.0967741935483, 3996.7741935483873]]"
192318,"[[2463.0810810810813, 1497.2972972972973], [2617.135135135135, 1627.027027027027]]"
192318,"[[2495.5135135135138, 2213.5135135135133], [2614.4324324324325, 2329.7297297297296]]"
192318,"[[2460.3783783783783, 2772.972972972973], [2587.4054054054054, 2891.891891891892]]"
192366,"[[324.2380952380954, 2986.095238095238], [548.0476190476193, 3133.714285714286]]"
192366,"[[1448.0476190476193, 2905.1428571428573], [2090.9047619047624, 3128.952380952381]]"
192368,"[[493.2380952380954, 1441.857142857143], [2864.666666666667, 1879.952380952381]]"
192383,"[[415.869565217391, 1205.9130434782608], [2089.782608695652, 3232.0]]"
192385,"[[432.9999999999999, 1788.5714285714284], [1075.8571428571427, 1965.7142857142856]]"
192392,"[[823.4615384615383, 284.6153846153846], [1182.4358974358975, 415.38461538461536]]"
192394,"[[819.3870967741937, 287.0967741935484], [1193.5806451612902, 406.4516129032258]]"
192397,"[[341.45161290322585, 525.8064516129032], [1202.7419354838712, 2132.2580645161293]]"
192397,"[[459.2564102564103, 2951.2820512820513], [1133.6153846153845, 3335.8974358974356]]"
192397,"[[461.8205128205128, 3341.025641025641], [1231.051282051282, 3741.025641025641]]"
192397,"[[1238.7435897435896, 3610.25641025641], [2843.871794871795, 3774.358974358974]]"
192797,"[[2064.0, 2646.666666666667], [2747.3333333333335, 2973.3333333333335]]"
192797,"[[2090.666666666667, 3083.3333333333335], [2830.666666666667, 3463.3333333333335]]"
193170,"[[2364.666666666667, 1263.3333333333335], [2881.3333333333335, 1413.3333333333335]]"
193171,"[[432.2857142857142, 1667.8571428571427], [1000.1428571428569, 1857.1428571428569]]"
193171,"[[1975.1428571428569, 2075.0], [2153.7142857142853, 2292.8571428571427]]"
193171,"[[3089.4285714285706, 728.5714285714286], [3214.4285714285706, 857.1428571428571]]"
193171,"[[3114.4285714285706, 1578.5714285714284], [3264.4285714285706, 1707.1428571428569]]"
193171,"[[3107.2857142857138, 1782.1428571428569], [3221.5714285714284, 1914.285714285714]]"
193171,"[[2132.2857142857138, 3678.5714285714284], [3196.5714285714284, 4024.9999999999995]]"
193173,"[[810.4285714285713, 1624.9999999999998], [1081.8571428571427, 1896.4285714285713]]"
193179,"[[151.1025641025641, 1235.8974358974358], [869.051282051282, 2235.897435897436]]"
193180,"[[1136.948717948718, 584.6153846153846], [1431.8205128205127, 733.3333333333333]]"
193180,"[[1165.1538461538462, 1323.076923076923], [1442.076923076923, 1505.128205128205]]"
193180,"[[2395.9230769230767, 1820.5128205128206], [2895.9230769230767, 1971.7948717948718]]"
193180,"[[1193.3589743589744, 2446.153846153846], [1347.2051282051282, 2600.0]]"
193181,"[[714.6756756756757, 110.8108108108108], [3079.5405405405404, 337.83783783783787]]"
193183,"[[1313.5853658536585, 617.0731707317073], [1494.0731707317073, 741.4634146341463]]"
193183,"[[1472.121951219512, 426.8292682926829], [2398.9512195121947, 587.8048780487804]]"
193183,"[[2413.5853658536585, 682.9268292682926], [2530.6585365853657, 748.780487804878]]"
193183,"[[2433.0975609756097, 1226.8292682926829], [2928.2195121951218, 1380.4878048780486]]"
193183,"[[1303.8292682926829, 1312.1951219512193], [1535.5365853658536, 1434.1463414634145]]"
193183,"[[1284.3170731707316, 2380.487804878049], [1564.8048780487804, 2534.1463414634145]]"
193183,"[[1308.7073170731705, 3136.5853658536585], [1540.4146341463413, 3339.024390243902]]"
193183,"[[376.99999999999994, 3417.0731707317073], [3142.853658536585, 3770.731707317073]]"
193187,"[[2094.4242424242425, 3372.7272727272725], [3415.6363636363635, 3703.030303030303]]"
193187,"[[2622.8070175438593, 661.4035087719298], [3147.368421052631, 750.8771929824561]]"
193187,"[[2182.456140350877, 998.2456140350876], [2408.771929824561, 1094.7368421052631]]"
193187,"[[2417.5438596491226, 1017.5438596491227], [2635.0877192982452, 1096.4912280701753]]"
193187,"[[2638.5964912280697, 1003.5087719298244], [2770.175438596491, 1082.4561403508771]]"
193187,"[[2778.9473684210525, 1012.2807017543859], [2892.9824561403507, 1096.4912280701753]]"
193187,"[[2903.5087719298244, 1001.7543859649122], [3049.1228070175434, 1082.4561403508771]]"
193188,"[[2297.428571428571, 1128.5714285714284], [2711.7142857142853, 1322.8571428571427]]"
193188,"[[2271.7142857142853, 1605.7142857142856], [2683.142857142857, 1779.9999999999998]]"
193188,"[[1177.4285714285713, 3165.7142857142853], [1405.9999999999998, 3354.2857142857138]]"
193189,"[[1735.6451612903224, 196.7741935483871], [1861.4516129032259, 338.7096774193548]]"
193189,"[[1267.9032258064517, 2083.8709677419356], [1532.4193548387098, 2280.6451612903224]]"
193189,"[[1261.4516129032259, 1309.6774193548388], [1355.0, 1496.774193548387]]"
193190,"[[1308.695652173913, 619.5652173913044], [1486.9565217391303, 752.1739130434783]]"
193190,"[[1482.6086956521738, 441.30434782608694], [1656.5217391304348, 591.3043478260869]]"
193190,"[[1660.7843137254902, 419.6078431372549], [1909.8039215686274, 584.313725490196]]"
193190,"[[1909.8039215686274, 431.37254901960785], [2400.0, 576.4705882352941]]"
193190,"[[2435.2941176470586, 688.2352941176471], [2517.6470588235293, 745.0980392156863]]"
193190,"[[2450.9803921568628, 1247.0588235294117], [2933.3333333333335, 1364.7058823529412]]"
193190,"[[1317.6470588235293, 1305.8823529411764], [1533.3333333333333, 1431.3725490196077]]"
193190,"[[1274.5098039215686, 2370.5882352941176], [1560.7843137254902, 2533.3333333333335]]"
193190,"[[1319.6078431372548, 3139.2156862745096], [1541.1764705882354, 3331.372549019608]]"
193190,"[[407.84313725490193, 3425.4901960784314], [3156.8627450980393, 3782.3529411764707]]"
193197,"[[2765.560975609756, 3534.1463414634145], [3224.0975609756097, 3963.414634146341]]"
193198,"[[2492.80487804878, 3178.048780487805], [2975.731707317073, 3287.80487804878]]"
193199,"[[3166.3658536585363, 3273.170731707317], [3459.048780487805, 3790.243902439024]]"
193200,"[[1901.090909090909, 2263.6363636363635], [3073.8181818181815, 2760.6060606060605]]"
193200,"[[1955.6363636363635, 4421.212121212121], [2222.30303030303, 4606.060606060606]]"
193202,"[[1024.6060606060605, 118.18181818181817], [2330.6666666666665, 257.57575757575756]]"
193204,"[[1925.333333333333, 2312.121212121212], [3064.7272727272725, 2781.8181818181815]]"
193204,"[[1955.6363636363635, 4445.454545454545], [2225.333333333333, 4587.878787878788]]"
193234,"[[2357.4444444444443, 861.1111111111112], [2854.666666666667, 1305.5555555555557]]"
193234,"[[2163.0, 2272.222222222222], [2240.777777777778, 2347.222222222222]]"
193234,"[[2340.777777777778, 2216.666666666667], [2876.888888888889, 2563.888888888889]]"
193234,"[[371.33333333333337, 2222.222222222222], [479.66666666666674, 2658.3333333333335]]"
193234,"[[807.4444444444446, 988.8888888888889], [868.5555555555557, 1066.6666666666667]]"
193234,"[[968.5555555555557, 1061.111111111111], [1035.2222222222222, 1122.2222222222222]]"
193234,"[[1121.3333333333335, 908.3333333333334], [1199.111111111111, 969.4444444444445]]"
193234,"[[1579.666666666667, 822.2222222222223], [1638.0, 891.6666666666667]]"
193242,"[[503.5, 3082.5], [2496.0, 3555.0]]"
193244,"[[500.66666666666697, 3124.0], [1188.166666666667, 3561.5]]"
193246,"[[1507.0, 1986.6666666666667], [2311.166666666667, 2295.0]]"
193247,"[[1479.972972972973, 429.72972972972974], [2015.1081081081084, 578.3783783783783]]"
193247,"[[1447.5405405405406, 1378.3783783783783], [1893.4864864864867, 1605.4054054054054]]"
193247,"[[1571.864864864865, 2632.4324324324325], [2004.2972972972975, 2754.054054054054]]"
193249,"[[523.0, 955.0], [885.5, 1847.5]]"
193250,"[[529.8181818181819, 3102.2727272727275], [2336.6363636363635, 3356.818181818182]]"
193250,"[[927.5454545454545, 3347.7272727272725], [2493.4545454545455, 3561.3636363636365]]"
193251,"[[1871.2162162162163, 1697.2972972972973], [2387.4324324324325, 2027.027027027027]]"
193251,"[[841.4864864864865, 3202.702702702703], [1382.027027027027, 3545.945945945946]]"
193252,"[[1897.3939393939395, 2327.272727272727], [2061.030303030303, 2463.6363636363635]]"
193271,"[[385.0, 170.0], [2330.0, 415.0]]"
193271,"[[231.57142857142844, 2225.0], [738.7142857142856, 2421.428571428571]]"
193271,"[[227.99999999999977, 3089.2857142857138], [824.4285714285711, 3385.7142857142853]]"
193271,"[[367.2857142857142, 3757.142857142857], [592.2857142857142, 3967.8571428571427]]"
193272,"[[803.8095238095239, 106.04761904761905], [2922.857142857143, 382.23809523809524]]"
193272,"[[1970.4761904761908, 310.8095238095238], [2327.6190476190477, 496.5238095238095]]"
193272,"[[1430.0, 3620.0], [2880.0, 4096.666666666667]]"
193274,"[[2428.780487804878, 2017.0731707317073], [2897.0731707317073, 2353.6585365853657]]"
193274,"[[216.58536585365846, 3682.9268292682923], [1689.7560975609754, 3921.9512195121947]]"
193288,"[[2315.702702702703, 1340.5405405405406], [2488.675675675676, 2672.972972972973]]"
193288,"[[1894.0810810810813, 2681.0810810810813], [2291.3783783783783, 2921.6216216216217]]"
193294,"[[286.0, 147.08695652173913], [2516.434782608695, 438.391304347826]]"
193294,"[[607.7391304347825, 3521.0], [1899.0434782608695, 3760.1304347826085]]"
193969,"[[1708.5714285714284, 1335.7142857142856], [2365.7142857142853, 1557.1428571428569]]"
193969,"[[1533.5714285714284, 1735.7142857142856], [1922.8571428571427, 1928.5714285714284]]"
193969,"[[1694.2857142857142, 1978.5714285714284], [2326.428571428571, 2164.285714285714]]"
193969,"[[1726.428571428571, 2257.142857142857], [2340.7142857142853, 2403.5714285714284]]"
193975,"[[1795.8571428571427, 2310.7142857142853], [2424.428571428571, 2599.9999999999995]]"
193977,"[[743.0, 824.1818181818181], [1233.909090909091, 1096.909090909091]]"
193977,"[[743.0, 1346.909090909091], [1202.090909090909, 1524.1818181818182]]"
193977,"[[2579.363636363636, 633.2727272727273], [2888.454545454545, 892.3636363636364]]"
193977,"[[1383.8461538461538, 1433.3333333333333], [1783.8461538461538, 1528.2051282051282]]"
193977,"[[1717.1794871794873, 1953.8461538461538], [2019.7435897435898, 2056.4102564102564]]"
193977,"[[2488.974358974359, 2723.076923076923], [2847.948717948718, 2938.4615384615386]]"
193979,"[[152.66666666666674, 183.33333333333334], [799.3333333333335, 660.0]]"
193979,"[[322.66666666666674, 3910.0], [2336.0, 4256.666666666667]]"
193981,"[[203.0, 2438.0], [1343.0, 3262.0]]"
193985,"[[1566.818181818182, 2569.090909090909], [2644.090909090909, 2900.909090909091]]"
193987,"[[210.14285714285688, 775.5714285714284], [902.9999999999995, 1111.2857142857142]]"
193987,"[[1374.428571428571, 882.7142857142857], [2060.142857142857, 1150.5714285714284]]"
193987,"[[1377.9999999999995, 2793.428571428571], [1660.1428571428569, 3000.5714285714284]]"
193995,"[[1438.3333333333335, 1423.6666666666667], [1741.666666666667, 1747.0]]"
193995,"[[1351.666666666667, 2523.666666666667], [1558.3333333333335, 2600.3333333333335]]"
193995,"[[995.0, 2530.3333333333335], [1081.666666666667, 2627.0]]"
193998,"[[1427.0434782608695, 2160.869565217391], [1879.2173913043475, 2350.0]]"
193998,"[[203.13043478260863, 2530.4347826086955], [1922.695652173913, 3006.5217391304345]]"
194002,"[[256.9999999999998, 3222.8571428571427], [2082.7142857142853, 3465.7142857142853]]"
194005,"[[404.0, 329.1666666666667], [816.5, 1037.5]]"
194006,"[[514.3720930232558, 3023.2558139534885], [2030.6511627906975, 3234.883720930233]]"
194009,"[[352.6976744186046, 3758.139534883721], [2506.186046511628, 3946.5116279069766]]"
194016,"[[2141.142857142857, 1214.2857142857142], [2326.8571428571427, 1342.8571428571427]]"
194016,"[[2143.9999999999995, 1528.5714285714284], [2461.142857142857, 1677.1428571428569]]"
194016,"[[2309.7142857142853, 1677.1428571428569], [2615.428571428571, 1862.8571428571427]]"
194016,"[[2126.8571428571427, 2208.5714285714284], [2255.428571428571, 2340.0]]"
194016,"[[2341.142857142857, 2294.285714285714], [2492.5714285714284, 2411.428571428571]]"
194016,"[[2121.142857142857, 3279.9999999999995], [2406.8571428571427, 3522.8571428571427]]"
194016,"[[909.7142857142856, 1219.9999999999998], [1006.8571428571427, 1325.7142857142856]]"
194017,"[[322.22222222222223, 2029.6296296296296], [614.8148148148148, 2125.9259259259256]]"
194017,"[[325.9259259259259, 2518.5185185185182], [611.1111111111111, 2681.4814814814813]]"
194018,"[[1064.0697674418604, 323.25581395348837], [1654.7674418604652, 504.6511627906977]]"
194018,"[[859.4186046511627, 462.7906976744186], [1059.418604651163, 574.4186046511628]]"
194018,"[[866.3953488372092, 2097.6744186046512], [1322.2093023255813, 2309.3023255813955]]"
194018,"[[1810.5813953488373, 2174.4186046511627], [2203.6046511627906, 2288.3720930232557]]"
194018,"[[708.2558139534884, 3295.3488372093025], [1636.1627906976744, 3516.279069767442]]"
194023,"[[1375.6734693877552, 2151.0204081632655], [2608.326530612245, 2673.469387755102]]"
194024,"[[705.0, 2881.666666666667], [1231.6666666666667, 2990.0]]"
194024,"[[2148.3333333333335, 1371.6666666666667], [2190.0, 1441.6666666666667]]"
194027,"[[2055.5, 2217.5], [3063.0, 2565.0]]"
194027,"[[658.0, 2370.0], [1343.0, 2625.0]]"
194028,"[[1505.0, 525.0], [1920.625, 650.0]]"
194028,"[[2064.375, 921.875], [2158.125, 1006.25]]"
194028,"[[989.375, 1456.25], [1080.0, 1550.0]]"
194028,"[[1883.125, 1428.125], [1930.0, 1512.5]]"
194028,"[[1261.25, 2278.125], [1339.375, 2359.375]]"
194028,"[[980.0, 2587.5], [1070.625, 2675.0]]"
194028,"[[1780.0, 1856.25], [1873.75, 1946.875]]"
194028,"[[1801.875, 2165.625], [1858.125, 2250.0]]"
194028,"[[1311.25, 2771.875], [1392.5, 2859.375]]"
194028,"[[1476.875, 3187.5], [1555.0, 3271.875]]"
194028,"[[1023.75, 3303.125], [1092.5, 3387.5]]"
194028,"[[2311.25, 3284.375], [2392.5, 3365.625]]"
194028,"[[2870.625, 3062.5], [2948.75, 3159.375]]"
194028,"[[2883.125, 2853.125], [2945.625, 2937.5]]"
194028,"[[2864.375, 2543.75], [2948.75, 2631.25]]"
194028,"[[2798.75, 2340.625], [2886.25, 2412.5]]"
194028,"[[2489.375, 2050.0], [2548.75, 2140.625]]"
194028,"[[2539.375, 1843.75], [2611.25, 1921.875]]"
194028,"[[2501.875, 1753.125], [2576.875, 1821.875]]"
194028,"[[2855.0, 1537.5], [2945.625, 1621.875]]"
194029,"[[600.0, 225.16666666666669], [979.166666666667, 387.6666666666667]]"
194029,"[[2841.666666666667, 241.83333333333334], [3066.666666666667, 391.83333333333337]]"
194029,"[[3370.833333333334, 229.33333333333334], [3461, 354]]"
194029,"[[2954.166666666667, 512.6666666666667], [3108.333333333334, 650.1666666666667]]"
194029,"[[2966.666666666667, 733.5], [3108.333333333334, 833.5]]"
194029,"[[3083.333333333334, 1016.8333333333334], [3212.5, 1179.3333333333335]]"
194029,"[[529.166666666667, 2762.666666666667], [975.0, 3012.666666666667]]"
194029,"[[1916.666666666667, 3112.666666666667], [2037.5, 3225.166666666667]]"
194029,"[[2658.333333333334, 3312.666666666667], [2750.0, 3437.666666666667]]"
194029,"[[1197.666666666667, 556.6666666666667], [1291.0, 666.6666666666667]]"
194029,"[[1307.666666666667, 963.3333333333334], [1404.3333333333335, 1056.6666666666667]]"
194029,"[[1884.3333333333335, 1243.3333333333335], [1967.666666666667, 1340.0]]"
194029,"[[1284.3333333333335, 1653.3333333333335], [1387.666666666667, 1760.0]]"
194029,"[[1144.3333333333335, 1856.6666666666667], [1227.666666666667, 1960.0]]"
194029,"[[1684.3333333333335, 2136.666666666667], [1787.666666666667, 2246.666666666667]]"
194029,"[[1591.0, 2336.666666666667], [1687.666666666667, 2430.0]]"
194029,"[[2244.3333333333335, 1943.3333333333335], [2341.0, 2040.0]]"
194029,"[[2464.3333333333335, 2243.3333333333335], [2544.3333333333335, 2330.0]]"
194029,"[[2354.3333333333335, 2516.666666666667], [2437.666666666667, 2620.0]]"
194029,"[[2941.0, 1343.3333333333335], [3044.3333333333335, 1430.0]]"
194029,"[[2974.3333333333335, 1640.0], [3064.3333333333335, 1740.0]]"
194029,"[[2824.3333333333335, 1040.0], [2917.666666666667, 1133.3333333333335]]"
194031,"[[668.9565217391305, 2348.2173913043475], [1368.9565217391305, 2643.869565217391]]"
194031,"[[2060.260869565217, 2209.086956521739], [3086.347826086956, 2583.0]]"
194032,"[[580.7073170731705, 731.7073170731707], [785.5853658536585, 892.6829268292682]]"
194032,"[[561.1951219512193, 1219.5121951219512], [663.6341463414633, 1329.2682926829268]]"
194033,"[[1858.4324324324325, 200.0], [2198.972972972973, 405.4054054054054]]"
194033,"[[1228.7027027027027, 413.51351351351354], [2212.4864864864867, 502.7027027027027]]"
194033,"[[1357.7464788732395, 273.23943661971833], [1411.267605633803, 321.1267605633803]]"
194033,"[[1876.0563380281692, 1254.9295774647887], [2235.211267605634, 1535.2112676056338]]"
194033,"[[1387.323943661972, 2730.9859154929577], [1635.2112676056338, 2800.0]]"
194033,"[[1353.5211267605634, 2812.6760563380285], [1438.0281690140846, 2881.6901408450703]]"
194034,"[[1850.4594594594596, 605.4054054054054], [2047.7567567567567, 721.6216216216217]]"
194034,"[[1823.4324324324325, 770.2702702702703], [2047.7567567567567, 916.2162162162163]]"
194034,"[[1820.7297297297296, 1016.2162162162163], [2082.891891891892, 1148.6486486486488]]"
194034,"[[1809.9189189189187, 1437.837837837838], [2061.2702702702704, 1624.3243243243244]]"
194034,"[[1807.2162162162163, 2256.7567567567567], [2080.189189189189, 2410.810810810811]]"
194034,"[[1193.7027027027027, 3321.6216216216217], [1266.6756756756758, 3416.2162162162163]]"
194059,"[[2446.064516129032, 3387.0967741935483], [2913.8064516129034, 3787.0967741935483]]"
194072,"[[867.0, 1730.0], [1223.0, 1898.0]]"
194072,"[[1299.0, 1738.0], [1695.0, 1926.0]]"
194075,"[[1499.8108108108108, 3410.810810810811], [1980.891891891892, 3656.7567567567567]]"
194076,"[[510.0, 721.0], [1814.0, 913.0]]"
194079,"[[1112.666666666667, 163.33333333333334], [1779.3333333333335, 350.0]]"
194079,"[[842.666666666667, 2473.3333333333335], [1752.666666666667, 2926.666666666667]]"
194110,"[[1206.3225806451615, 229.03225806451613], [1474.0645161290322, 461.2903225806452]]"
